0, 0.1, 0.34, 375000, 0.05, 0.0357142857
1, 0.16, 0.34, 13385.0699, 0.01, 0.00714285714
14, 0.1, -0.34, 375000, 0.05, 0.0357142857
15, 0.16, -0.34, 13385.0699, 0.01, 0.00714285714
