1.94021496, 1.94374455, 1.95353155, 1.9667543, 1.97712924, 1.9718829, 1.92674504, 1.8027953, 1.5643717, 1.22189575, 0.828692713, 0.443856261, 0.124903094, -0.0827523426, -0.182071351, -0.216231541, -0.221652751, -0.214342536, -0.199474539, -0.180333425, -0.160017547, -0.140613296, -0.12309806, -0.107740582, -0.0944627005, -0.0830500827, -0.0732547292, -0.0648390935, -0.0575921532, -0.0513329377, -0.0459088903, -0.041192427, -0.0370771589, -0.0334743747, -0.0303099815, -0.027521933, -0.0250581045, -0.022874553, -0.020934098, -0.0192051654, -0.0176608444, -0.0162781177, -0.0150372296, -0.0139211684, -0.0129152378, -0.0120067035, -0.0111844992, -0.0104389813, -0.00976172383, -0.00914534647, -0.00858336911, -0.00807008934, -0.00760047821, -0.00717009165, -0.00677499478, -0.00641169707, -0.00607709675, -0.00576843276, -0.00548324343, -0.00521933057, -0.00497472841, -0.00474767645, -0.00453659594, -0.0043400692, -0.00415682154, -0.00398570549, 
1.73543514, 1.73505444, 1.73290406, 1.72569307, 1.7070517, 1.6663598, 1.58813785, 1.45486221, 1.25674379, 1.00327434, 0.722369909, 0.449329298, 0.217465644, 0.0485267084, -0.0564269324, -0.113074926, -0.139678259, -0.148752354, -0.147323417, -0.139663847, -0.128777134, -0.116727613, -0.104769001, -0.0935569075, -0.0833704668, -0.0742778968, -0.0662403618, -0.0591710819, -0.0529668937, -0.0475241529, -0.0427461237, -0.0385458906, -0.0348469971, -0.0315829915, -0.0286965048, -0.02613818, -0.0238656121, -0.0218423696, -0.0200371273, -0.0184229117, -0.0169764548, -0.0156776445, -0.0145090585, -0.0134555709, -0.0125040197, -0.0116429264, -0.0108622581, -0.0101532264, -0.00950811719, -0.00892014534, -0.00838333107, -0.00789239443, -0.00744266491, -0.00703000386, -0.00665073777, -0.00630160072, -0.00597968466, -0.00568239633, -0.00540741985, -0.00515268422, -0.00491633492, -0.00469670913, -0.00449231409, -0.00430180802, -0.00412398349, -0.00395775265, 
1.53142972, 1.5284159, 1.5184752, 1.49881463, 1.46453331, 1.40857521, 1.3225184, 1.19916582, 1.03700473, 0.843903511, 0.636487242, 0.435524883, 0.260239376, 0.122985422, 0.0261230583, -0.036288782, -0.0733401679, -0.0931317804, -0.101528646, -0.102583574, -0.0991512631, -0.0932321584, -0.0861633968, -0.0787808143, -0.0715692328, -0.064785079, -0.0585446791, -0.0528826134, -0.0477882003, -0.0432274699, -0.0391560152, -0.0355262877, -0.0322915769, -0.0294080417, -0.0268356157, -0.0245382773, -0.0224839733, -0.0206443665, -0.0189945045, -0.0175124662, -0.0161790156, -0.0149772786, -0.0138924496, -0.0129115298, -0.0120230961, -0.0112170994, -0.010484688, -0.00981805483, -0.00921030487, -0.00865533997, -0.00814775924, -0.00768277269, -0.00725612629, -0.0068640369, -0.00650313563, -0.00617041864, -0.0058632042, -0.00557909512, -0.00531594605, -0.00507183472, -0.00484503676, -0.00463400362, -0.00443734306, -0.00425380208, -0.00408225174, -0.00392167386, 
1.33879458, 1.33431962, 1.32023201, 1.29455239, 1.25407083, 1.19469422, 1.11234045, 1.00456864, 0.872592242, 0.722555149, 0.564973702, 0.412403919, 0.276344409, 0.164464105, 0.0792139204, 0.0184962648, -0.0222252995, -0.0478756979, -0.0626857488, -0.0699540962, -0.0721609447, -0.071127967, -0.0681516144, -0.064118961, -0.059612101, -0.0549969201, -0.0504925111, -0.0462217251, -0.0422461283, -0.0385893274, -0.0352521532, -0.0322223642, -0.0294807518, -0.0270049174, -0.0247715602, -0.0227578191, -0.02094202, -0.0193040529, -0.0178255215, -0.0164897575, -0.0152817561, -0.0141880699, -0.013196683, -0.0122968794, -0.0114791138, -0.0107348889, -0.0100566419, -0.00943764111, -0.00887189286, -0.00835405768, -0.00787937617, -0.00744360286, -0.00704294785, -0.00667402506, -0.00633380665, -0.0060195827, -0.00572892567, -0.00545965899, -0.00520982932, -0.00497768209, -0.00476163978, -0.00456028281, -0.00437233251, -0.00419663613, -0.00403215344, -0.00387794495, 
1.16354394, 1.15849123, 1.14290875, 1.11557205, 1.07463247, 1.0179999, 0.944012729, 0.852365398, 0.745025628, 0.626661177, 0.504191291, 0.385504026, 0.277786715, 0.186064631, 0.112475825, 0.0565076614, 0.0159250286, -0.0121861904, -0.030690813, -0.0420666119, -0.0483201621, -0.0510119982, -0.0513161624, -0.0500883371, -0.047933444, -0.0452670217, -0.0423667175, -0.039412729, -0.0365179997, -0.0337499485, -0.0311457052, -0.0287225979, -0.0264852757, -0.0244304962, -0.0225503127, -0.0208341755, -0.0192702991, -0.0178465375, -0.0165509301, -0.0153720282, -0.0142990778, -0.0133221076, -0.0124319564, -0.0116202627, -0.0108794315, -0.0102025877, -0.00958352385, -0.00901664489, -0.00849691444, -0.00801980255, -0.00758123688, -0.00717755741, -0.00680547483, -0.00646203268, -0.00614457309, -0.00585070578, -0.00557828029, -0.00532536094, -0.0050902045, -0.00487124009, -0.00466705135, -0.00447636031, -0.0042980132, -0.00413096754, -0.00397428081, -0.00382710019, 
1.00816833, 1.00311455, 0.987716202, 0.961314035, 0.9229923, 0.871879441, 0.80758454, 0.730704103, 0.643238922, 0.54870816, 0.451818103, 0.357725942, 0.271121451, 0.195431343, 0.132405122, 0.082178853, 0.0437016118, 0.0152815996, -0.00495793951, -0.0187952277, -0.0277764868, -0.0331758821, -0.0360033709, -0.0370345364, -0.0368489371, -0.0358694275, -0.0343980636, -0.0326464468, -0.030759975, -0.0288364505, -0.0269399456, -0.025110918, -0.0233734806, -0.0217405689, -0.0202175845, -0.0188049471, -0.0174998701, -0.0162975889, -0.015192204, -0.014177253, -0.0132460931, -0.0123921532, -0.0116090923, -0.0108908963, -0.01023193, -0.00962696122, -0.00907116361, -0.00856010812, -0.0080897457, -0.00765638556, -0.007256671, -0.00688755437, -0.00654627206, -0.00623032041, -0.00593743275, -0.00566555782, -0.00541283979, -0.00517759981, -0.0049583191, -0.00475362349, -0.00456226938, -0.004383131, -0.00421518884, -0.00405751925, -0.00390928499, -0.00376972677, 
0.872816744, 0.868090595, 0.853802996, 0.829667761, 0.795346323, 0.750652888, 0.695819043, 0.631763027, 0.560273689, 0.484011941, 0.406276893, 0.33056988, 0.260073816, 0.197203618, 0.143357145, 0.0989152593, 0.0634427136, 0.0359809546, 0.0153271592, 0.000240933083, -0.0104305065, -0.0176912153, -0.0223770796, -0.025160518, -0.0265677387, -0.0270012404, -0.0267630426, -0.0260760664, -0.0251024535, -0.0239585082, -0.0227264647, -0.0214635244, -0.0202086693, -0.0189877322, -0.0178171335, -0.0167066145, -0.0156612271, -0.0146827749, -0.0137708516, -0.0129235878, -0.0121381829, -0.0114112838, -0.0107392493, -0.0101183355, -0.00954482103, -0.00901509046, -0.00852568804, -0.00807334935, -0.00765501806, -0.00726785204, -0.00690922224, -0.00657670669, -0.00626808141, -0.0059813094, -0.00571452873, -0.0054660401, -0.00523429457, -0.00501788155, -0.00481551735, -0.00462603427, -0.00444837052, -0.00428156072, -0.00412472719, -0.00397707193, -0.00383786922, -0.00370645894, 
0.756279281, 0.752036755, 0.739278781, 0.717942773, 0.688017387, 0.64967133, 0.603405802, 0.550192742, 0.49154936, 0.429503603, 0.366431982, 0.304793931, 0.246826631, 0.19428144, 0.148268768, 0.109238234, 0.0770743107, 0.0512565412, 0.0310295962, 0.0155457693, 0.00396551544, -0.004481884, -0.0104683567, -0.0145578972, -0.0172102081, -0.0187912934, -0.0195870366, -0.0198172362, -0.019648643, -0.0192063021, -0.0185829913, -0.0178468315, -0.0170472873, -0.0162198183, -0.0153894426, -0.0145734407, -0.0137833954, -0.0130267216, -0.0123078091, -0.0116288743, -0.0109905915, -0.0103925601, -0.00983364968, -0.00931225141, -0.00882646283, -0.00837422051, -0.00795339524, -0.00756185896, -0.00719753096, -0.00685840865, -0.00654258717, -0.00624827078, -0.00597377831, -0.00571754444, -0.00547811806, -0.00525415855, -0.00504443086, -0.00484779969, -0.00466322329, -0.00448974712, -0.0043264975, -0.0041726754, -0.00402755054, -0.00389045573, -0.00376078159, -0.00363797159, 
0.656684337, 0.652973359, 0.641854027, 0.623385289, 0.597723053, 0.565196136, 0.526389774, 0.48221263, 0.43392019, 0.383073091, 0.33142483, 0.280755268, 0.232685644, 0.18851853, 0.149138445, 0.114988707, 0.0861167234, 0.0622631629, 0.0429659635, 0.0276562156, 0.0157335646, 0.00661817289, -0.000218094577, -0.00523644382, -0.00882699629, -0.011311608, -0.0129505643, -0.0139509754, -0.0144754609, -0.0146502947, -0.0145725977, -0.0143164357, -0.013937841, -0.0134788637, -0.012970787, -0.012436653, -0.0118932266, -0.0113525152, -0.0108229371, -0.0103102176, -0.00981807307, -0.00934873268, -0.0089033344, -0.00848222554, -0.00808518964, -0.00771161744, -0.00736063494, -0.00703119889, -0.00672216752, -0.00643235223, -0.0061605551, -0.00590559548, -0.00566632845, -0.00544165709, -0.00523054024, -0.00503199678, -0.00484510754, -0.00466901528, -0.00450292354, -0.00434609445, -0.00419784615, -0.00405754967, -0.00392462577, -0.0037985416, -0.00367880746, -0.00356497357, 
0.571941344, 0.568748538, 0.559205351, 0.543428198, 0.521644552, 0.494235023, 0.461776181, 0.425069473, 0.385141407, 0.343204859, 0.300580648, 0.258590191, 0.218439622, 0.181119334, 0.147338656, 0.117505007, 0.0917446923, 0.0699532001, 0.0518592649, 0.0370887639, 0.0252193665, 0.0158219893, 0.00848890847, 0.00285045452, -0.00141704362, -0.00458944617, -0.00689690665, -0.00852818607, -0.00963596092, -0.0103423217, -0.0107439795, -0.0109169289, -0.0109204681, -0.0108005728, -0.0105926725, -0.0103239009, -0.0100149003, -0.00968125579, -0.00933462866, -0.00898364664, -0.00863460132, -0.00829199236, -0.0079589513, -0.00763757068, -0.00732915923, -0.00703443925, -0.00675369895, -0.00648690959, -0.00623381547, -0.00599400255, -0.0057669507, -0.0055520731, -0.00534874581, -0.00515632965, -0.0049741862, -0.00480168929, -0.00463823299, -0.00448323696, -0.00433614989, -0.00419645127, -0.0040636522, -0.00393729536, -0.00381695428, -0.00370223238, -0.00359276156, -0.00348820077, 
